FlightID,DepartureAirport,Path,Arrival Airport,Weather,Visibility (V),Turbulence Intensity (knots)  (TI),Wind Shear (m/s)  (WS),Air Traffic Density  (ATD),Precipitation(P),Pilot Experience(PE),Weather Forecast  Accuracy (%)  (FA),Maintenance History & Health Metrics  (MH),Safety Score
FL2099,JAI,a,BLR,Smoke,2,10,0,0.22,0,26,67,4,80
FL2100,BLR,a,IXC,Rain,11,19,14,0.09,5,5,59,4,71
FL2101,DEL,b,HYD,Clear Skies,13,17,20,0.17,0,19,67,4,80
FL2102,AMD,a,COK,Smoke,8,12,7,0.02,0,13,76,4,82
FL2103,JAI,c,BLR,Rain,10,17,20,0.05,2,21,67,4,79
FL2104,BLR,c,IXC,Clear Skies,18,13,11,0.17,0,12,69,3,77
FL2105,DEL,c,HYD,Clear Skies,14,27,22,0.17,0,3,58,4,59
FL2106,MAA,c,PNQ,Smoke,2,9,4,0.07,0,10,82,4,80
FL2107,DEL,a,HYD,Rain,9,6,6,0.22,2,15,68,3,72
FL2108,JAI,b,BLR,Rain,5,10,1,0.01,7,28,69,3,80
FL2109,MAA,a,PNQ,Rain,8,5,5,0.16,2,8,84,4,77
FL2110,BLR,b,IXC,Rain,10,12,3,0.22,7,3,53,4,60
FL2111,DEL,c,HYD,Rain,4,8,2,0.15,7,18,81,3,68
FL2112,MAA,b,PNQ,Fog,4,11,4,0.11,0,15,58,4,76
FL2113,AMD,a,COK,Clear Skies,9,7,3,0.15,0,3,94,4,80
FL2114,JAI,c,BLR,Rain,11,5,0,0.24,1,28,82,4,86
FL2115,MAA,c,PNQ,Clear Skies,9,7,2,0.04,0,16,76,4,91
FL2116,AMD,c,COK,Rain,5,22,11,0.14,4,24,60,4,67
FL2117,DEL,b,HYD,Fog,3,19,18,0.1,0,18,78,3,70
FL2118,JAI,b,BLR,Fog,5,5,5,0.09,0,16,85,4,86
FL2119,MAA,a,PNQ,Smoke,8,5,6,0.04,0,8,83,3,78
FL2120,BLR,c,IXC,Smoke,6,8,6,0.14,0,20,90,4,82
FL2121,JAI,c,BLR,Smoke,6,17,16,0.11,0,2,66,3,62
FL2122,MAA,b,PNQ,Clear Skies,10,30,23,0.11,0,22,79,3,67
FL2123,DEL,c,HYD,Rain,6,22,14,0.22,5,22,72,4,65
FL2124,BOM,b,CCU,Clear Skies,18,6,5,0.19,0,18,94,4,92
FL2125,MAA,b,PNQ,Fog,3,18,16,0.09,0,3,84,4,64
FL2126,MAA,b,PNQ,Smoke,7,4,1,0.17,0,21,66,3,84
FL2127,JAI,b,BLR,Fog,6,20,14,0.23,0,19,95,3,72
FL2128,AMD,a,COK,Clear Skies,16,20,11,0.13,0,7,97,4,80
FL2129,AMD,c,COK,Rain,8,2,1,0.19,4,16,79,4,84
FL2130,BLR,a,IXC,Clear Skies,14,12,4,0.07,0,8,97,1,77
FL2131,DEL,b,HYD,Smoke,8,20,17,0.1,0,12,52,4,69
FL2132,DEL,c,HYD,Smoke,5,9,6,0.21,0,24,60,3,70
FL2133,MAA,c,PNQ,Rain,8,18,12,0.08,3,20,96,4,82
FL2134,JAI,c,BLR,Clear Skies,17,1,1,0.13,0,19,88,4,93
FL2135,JAI,a,BLR,Fog,5,1,0,0.12,0,14,69,4,84
FL2136,BOM,a,CCU,Fog,2,1,2,0.13,0,3,75,4,71
FL2137,MAA,b,PNQ,Smoke,3,14,12,0.25,0,19,97,4,72
FL2138,BLR,b,IXC,Fog,2,9,3,0.22,0,11,95,4,75
FL2139,AMD,b,COK,Clear Skies,18,10,0,0.06,0,5,92,4,92
FL2140,AMD,c,COK,Clear Skies,15,21,14,0.22,0,14,64,4,71
FL2141,DEL,a,HYD,Rain,6,18,12,0.17,1,30,97,4,77
FL2142,AMD,b,COK,Clear Skies,10,11,3,0.04,0,14,92,3,88
FL2143,DEL,c,HYD,Clear Skies,9,8,2,0.16,0,19,54,4,82
FL2144,BOM,b,CCU,Clear Skies,16,14,13,0.04,0,30,70,4,88
FL2145,MAA,b,PNQ,Smoke,3,9,7,0.04,0,7,89,4,75
FL2146,MAA,a,PNQ,Rain,8,27,24,0.22,3,8,71,1,44
FL2147,AMD,a,COK,Rain,9,9,2,0.23,2,26,98,3,78
FL2148,JAI,b,BLR,Clear Skies,16,7,2,0.21,0,21,66,4,85
FL2149,DEL,c,HYD,Fog,8,8,3,0.06,0,5,74,3,80
FL2150,BLR,b,IXC,Rain,6,9,7,0.25,7,12,61,4,61
FL2151,BOM,c,CCU,Rain,11,11,3,0.03,7,6,90,4,79
FL2152,JAI,b,BLR,Rain,10,28,25,0.09,4,20,78,4,66
FL2153,AMD,c,COK,Rain,10,20,11,0.11,4,27,87,4,77
FL2154,AMD,b,COK,Clear Skies,17,12,6,0.07,0,9,81,4,80
FL2155,MAA,a,PNQ,Fog,8,6,1,0.21,0,19,83,4,86
FL2156,AMD,c,COK,Clear Skies,15,8,0,0.1,0,16,72,3,90
FL2157,BLR,b,IXC,Clear Skies,11,9,4,0.2,0,29,80,4,85
FL2158,BOM,c,CCU,Rain,11,8,2,0.15,6,5,60,4,75
FL2159,BLR,b,IXC,Fog,4,17,13,0.02,0,30,55,4,74
FL2160,MAA,a,PNQ,Smoke,4,8,3,0.05,0,14,52,4,77
FL2161,MAA,b,PNQ,Clear Skies,17,6,1,0.02,0,17,81,3,95
FL2162,MAA,b,PNQ,Rain,4,0,0,0.06,6,13,98,4,80
FL2163,MAA,a,PNQ,Clear Skies,11,7,2,0.05,0,26,91,4,94
FL2164,MAA,c,PNQ,Rain,5,8,0,0.18,3,27,77,4,84
FL2165,DEL,c,HYD,Smoke,3,5,4,0.08,0,12,86,4,80
FL2166,BLR,b,IXC,Smoke,8,8,7,0.16,0,22,69,4,83
FL2167,DEL,b,HYD,Clear Skies,15,6,7,0.23,0,4,71,4,72
FL2168,AMD,c,COK,Rain,6,25,17,0.1,7,22,91,4,65
FL2169,BOM,c,CCU,Clear Skies,12,6,4,0.1,0,22,55,4,85
FL2170,JAI,c,BLR,Smoke,5,15,12,0.2,0,13,71,3,71
FL2171,DEL,c,HYD,Clear Skies,9,24,17,0.25,0,27,94,4,72
FL2172,AMD,b,COK,Fog,5,9,7,0.23,0,6,81,4,69
FL2173,BOM,b,CCU,Clear Skies,12,6,8,0.11,0,10,94,3,82
FL2174,AMD,a,COK,Clear Skies,18,30,25,0.2,0,19,82,4,70
FL2175,BLR,b,IXC,Fog,7,18,10,0.09,0,19,79,3,77
FL2176,AMD,c,COK,Fog,4,5,5,0.09,0,23,79,3,80
FL2177,BOM,a,CCU,Clear Skies,13,7,7,0.17,0,27,79,4,86
FL2178,DEL,c,HYD,Fog,5,9,1,0.03,0,9,57,4,83
FL2179,DEL,c,HYD,Rain,10,7,1,0.02,4,10,98,4,91
FL2180,MAA,a,PNQ,Smoke,5,9,6,0.2,0,12,77,3,69
FL2181,JAI,a,BLR,Clear Skies,14,9,8,0.03,0,23,93,4,92
FL2182,BOM,c,CCU,Rain,8,2,1,0.11,7,11,56,4,76
FL2183,BOM,b,CCU,Smoke,8,11,3,0.2,0,2,96,4,77
FL2184,BLR,c,IXC,Clear Skies,18,16,14,0.13,0,12,99,4,83
FL2185,JAI,a,BLR,Rain,11,4,0,0.21,3,30,88,4,86
FL2186,MAA,c,PNQ,Clear Skies,15,7,1,0.09,0,28,54,3,88
FL2187,JAI,c,BLR,Fog,8,10,5,0.01,0,2,92,3,81
FL2188,MAA,a,PNQ,Rain,10,5,7,0.24,7,5,74,4,66
FL2189,AMD,c,COK,Clear Skies,18,7,7,0.13,0,25,72,3,83
FL2190,BLR,c,IXC,Smoke,2,8,3,0.23,0,15,64,4,74
FL2191,AMD,a,COK,Smoke,4,30,25,0.07,0,25,84,4,63
FL2192,BLR,b,IXC,Rain,9,10,7,0.05,3,26,86,4,82
FL2193,BOM,b,CCU,Fog,6,11,3,0.12,0,6,68,4,75
FL2194,MAA,c,PNQ,Clear Skies,10,0,0,0.02,0,29,95,4,100
FL2195,AMD,a,COK,Clear Skies,17,11,6,0.15,0,24,70,4,83
FL2196,AMD,b,COK,Clear Skies,14,11,4,0.04,0,24,79,3,89
FL2197,JAI,a,BLR,Smoke,2,7,2,0.07,0,24,73,4,83
FL2198,BLR,b,IXC,Rain,5,9,8,0.03,5,2,59,3,64
FL2199,BLR,a,IXC,Fog,6,21,18,0.23,0,17,71,4,67
FL2200,AMD,b,COK,Fog,4,8,4,0.11,0,16,95,4,83
FL2201,JAI,a,BLR,Smoke,5,9,3,0.18,0,14,65,4,80
FL2202,JAI,b,BLR,Smoke,8,30,19,0.13,0,18,95,4,77
FL2203,DEL,a,HYD,Smoke,5,10,5,0.21,0,25,90,4,81
FL2204,MAA,b,PNQ,Fog,2,11,5,0.1,0,9,72,4,74
FL2205,BLR,b,IXC,Rain,10,17,12,0.11,7,17,64,1,63
FL2206,MAA,a,PNQ,Smoke,7,5,6,0.07,0,15,81,3,79
FL2207,AMD,a,COK,Rain,10,12,8,0.19,1,25,71,3,77
FL2208,DEL,c,HYD,Fog,3,7,6,0.21,0,27,67,4,72
FL2209,DEL,a,HYD,Fog,4,6,4,0.05,0,27,92,4,85
FL2210,BLR,c,IXC,Clear Skies,14,11,6,0.24,0,10,76,4,76
FL2211,BOM,c,CCU,Smoke,7,18,9,0.19,0,5,97,4,74
FL2212,AMD,a,COK,Rain,5,6,7,0.15,6,10,58,3,65
FL2213,DEL,a,HYD,Fog,8,5,4,0.03,0,26,68,4,91
FL2214,BLR,a,IXC,Smoke,5,19,21,0.04,0,16,95,3,70
FL2215,BLR,a,IXC,Smoke,2,5,3,0.1,0,2,54,3,66
FL2216,JAI,c,BLR,Rain,11,9,1,0.1,7,2,77,3,72
FL2217,AMD,c,COK,Smoke,2,30,25,0.02,0,26,85,4,65
FL2218,BLR,a,IXC,Rain,10,8,0,0.07,6,22,92,1,83
FL2219,JAI,b,BLR,Clear Skies,17,0,0,0.22,0,19,70,3,86
FL2220,BOM,b,CCU,Clear Skies,8,10,3,0.14,0,5,85,4,80
FL2221,MAA,c,PNQ,Clear Skies,14,7,5,0.19,0,4,76,4,80
FL2222,DEL,b,HYD,Fog,4,10,0,0.1,0,13,52,4,79
FL2223,DEL,a,HYD,Smoke,6,7,0,0.18,0,14,95,4,86
FL2224,BOM,c,CCU,Smoke,6,9,4,0.02,0,24,96,3,87
FL2225,AMD,c,COK,Smoke,5,5,1,0.15,0,26,87,4,87
FL2226,JAI,c,BLR,Rain,8,12,6,0.05,1,27,94,4,84
FL2227,BOM,c,CCU,Rain,5,16,14,0.09,1,29,98,4,79
FL2228,DEL,b,HYD,Fog,6,12,7,0.18,0,22,73,4,77
FL2229,BLR,c,IXC,Fog,3,10,6,0.03,0,25,69,3,78
FL2230,BLR,b,IXC,Clear Skies,13,8,5,0.16,0,21,77,4,89
FL2231,DEL,c,HYD,Fog,2,17,17,0.08,0,15,89,4,73
FL2232,MAA,c,PNQ,Smoke,4,3,2,0.02,0,25,77,4,85
FL2233,AMD,a,COK,Clear Skies,15,10,1,0.23,0,20,89,3,86
FL2234,DEL,a,HYD,Smoke,3,0,2,0.1,0,15,55,4,76
FL2235,MAA,a,PNQ,Clear Skies,10,3,1,0.1,0,9,66,3,86
FL2236,BOM,c,CCU,Fog,2,6,3,0.1,0,7,86,4,74
FL2237,DEL,b,HYD,Clear Skies,9,5,3,0.04,0,21,75,4,91
FL2238,AMD,b,COK,Fog,5,10,7,0.04,0,24,83,4,84
FL2239,JAI,a,BLR,Rain,11,1,2,0.12,7,19,95,4,83
FL2240,BOM,c,CCU,Rain,8,16,14,0.18,5,28,86,3,71
FL2241,BLR,c,IXC,Fog,7,4,0,0.07,0,13,66,4,86
FL2242,MAA,c,PNQ,Smoke,4,15,15,0.16,0,4,79,4,62
FL2243,MAA,a,PNQ,Smoke,7,9,2,0.09,0,30,93,4,88
FL2244,AMD,a,COK,Fog,6,5,4,0.06,0,21,92,4,88
FL2245,BLR,c,IXC,Fog,6,22,21,0.15,0,2,66,3,52
FL2246,BLR,a,IXC,Smoke,8,8,7,0.13,0,8,80,4,77
FL2247,BOM,b,CCU,Clear Skies,10,8,5,0.01,0,16,80,4,94
FL2248,MAA,a,PNQ,Smoke,6,11,5,0.14,0,8,81,4,75
FL2249,JAI,a,BLR,Clear Skies,18,10,7,0.09,0,25,67,4,88
FL2250,JAI,b,BLR,Smoke,3,12,5,0.04,0,28,86,4,83
FL2251,MAA,a,PNQ,Smoke,6,10,0,0.2,0,27,89,4,87
FL2252,BLR,b,IXC,Rain,4,9,0,0.13,4,27,85,4,78
FL2253,AMD,c,COK,Fog,5,28,20,0.11,0,24,79,4,71
FL2254,JAI,a,BLR,Rain,8,16,21,0.18,4,27,64,4,61
FL2255,BOM,c,CCU,Rain,7,12,8,0.19,5,18,96,4,74
FL2256,JAI,b,BLR,Rain,8,14,12,0.09,6,15,72,4,77
FL2257,BOM,b,CCU,Smoke,8,22,20,0.09,0,2,87,4,68
FL2258,BLR,b,IXC,Smoke,5,9,7,0.1,0,4,58,4,71
FL2259,JAI,b,BLR,Clear Skies,17,6,3,0.21,0,20,85,3,82
FL2260,MAA,a,PNQ,Fog,7,3,2,0.2,0,13,88,3,77
FL2261,BLR,c,IXC,Rain,8,21,23,0.15,2,7,74,4,58
FL2262,JAI,b,BLR,Rain,6,6,4,0.21,5,2,59,4,62
FL2263,AMD,c,COK,Smoke,7,6,6,0.21,0,10,78,4,72
FL2264,DEL,a,HYD,Fog,2,11,6,0.02,0,22,92,4,81
FL2265,BLR,b,IXC,Smoke,6,10,2,0.2,0,3,60,3,65
FL2266,DEL,a,HYD,Clear Skies,16,19,15,0.17,0,6,94,4,76
FL2267,DEL,c,HYD,Smoke,4,8,0,0.02,0,12,60,4,83
FL2268,JAI,c,BLR,Rain,7,6,4,0.21,4,16,57,4,71
FL2269,JAI,b,BLR,Clear Skies,17,7,2,0.09,0,14,97,4,91
FL2270,BLR,c,IXC,Clear Skies,10,8,4,0.15,0,20,72,4,89
FL2271,JAI,c,BLR,Clear Skies,11,7,1,0.22,0,24,92,3,88
FL2272,MAA,b,PNQ,Rain,11,21,10,0.18,6,15,78,3,72
FL2273,MAA,b,PNQ,Fog,7,3,2,0.05,0,10,81,4,83
FL2274,JAI,a,BLR,Fog,4,9,5,0.05,0,28,93,4,87
FL2275,DEL,b,HYD,Fog,6,8,0,0.08,0,19,68,4,89
FL2276,DEL,a,HYD,Rain,5,11,6,0.19,4,6,78,4,65
FL2277,JAI,b,BLR,Clear Skies,10,3,2,0.19,0,8,78,3,80
FL2278,AMD,c,COK,Rain,11,5,1,0.18,5,5,99,4,83
FL2279,BLR,b,IXC,Clear Skies,8,15,14,0.02,0,21,75,3,82
FL2280,MAA,a,PNQ,Clear Skies,14,1,0,0.02,0,17,67,4,98
FL2281,JAI,b,BLR,Smoke,7,20,18,0.1,0,18,57,3,71
FL2282,BOM,c,CCU,Smoke,4,6,2,0.17,0,16,96,4,83
FL2283,AMD,a,COK,Clear Skies,11,7,3,0.15,0,30,74,4,89
FL2284,MAA,b,PNQ,Rain,7,8,5,0.2,4,3,89,4,64
FL2285,JAI,a,BLR,Smoke,2,9,7,0.23,0,30,93,4,74
FL2286,BOM,c,CCU,Smoke,6,10,3,0.12,0,25,84,4,83
FL2287,JAI,c,BLR,Smoke,6,11,4,0.05,0,28,84,4,83
FL2288,AMD,b,COK,Rain,7,11,5,0.06,3,7,99,4,77
FL2289,MAA,b,PNQ,Fog,5,5,2,0.22,0,17,69,4,79
FL2290,DEL,a,HYD,Fog,2,28,18,0.25,0,29,89,3,61
FL2291,BLR,a,IXC,Smoke,7,19,14,0.24,0,29,55,4,68
FL2292,AMD,b,COK,Rain,5,12,7,0.17,4,4,87,3,59
FL2293,BOM,c,CCU,Smoke,6,8,2,0.18,0,24,74,4,83
FL2294,MAA,c,PNQ,Rain,11,5,4,0.21,1,20,90,4,84
FL2295,AMD,a,COK,Smoke,6,21,17,0.07,0,26,68,4,74
FL2296,BOM,b,CCU,Fog,3,4,0,0.11,0,25,79,1,75
FL2297,MAA,a,PNQ,Fog,8,8,6,0.13,0,14,66,4,80
FL2298,JAI,c,BLR,Fog,4,11,6,0.13,0,5,79,4,68
FL2299,DEL,c,HYD,Smoke,3,4,0,0.05,0,30,88,4,86
FL2300,DEL,b,HYD,Fog,2,18,23,0.03,0,17,71,3,65
FL2301,JAI,a,BLR,Smoke,6,7,0,0.1,0,3,82,4,78
FL2302,DEL,b,HYD,Rain,5,11,7,0.24,4,10,78,4,64
FL2303,DEL,c,HYD,Rain,4,7,6,0.2,4,14,76,4,68
FL2304,BOM,b,CCU,Rain,6,21,24,0.19,4,22,79,3,55
FL2305,DEL,c,HYD,Rain,11,14,9,0.07,4,8,58,3,68
FL2306,MAA,b,PNQ,Fog,4,12,6,0.22,0,27,67,4,70
FL2307,AMD,c,COK,Clear Skies,11,12,5,0.09,0,25,82,3,86
FL2308,DEL,a,HYD,Clear Skies,9,14,9,0.21,0,18,95,4,78
FL2309,AMD,a,COK,Rain,6,10,3,0.06,5,30,94,4,82
FL2310,BLR,b,IXC,Clear Skies,16,18,14,0.01,0,21,98,4,90
FL2311,JAI,b,BLR,Fog,2,9,6,0.12,0,9,84,3,68
FL2312,BLR,c,IXC,Rain,5,8,2,0.22,5,28,94,3,72
FL2313,AMD,a,COK,Fog,6,9,6,0.09,0,14,54,4,74
FL2314,AMD,a,COK,Clear Skies,18,5,1,0.18,0,23,84,4,93
FL2315,AMD,a,COK,Clear Skies,10,5,7,0.02,0,18,78,3,87
FL2316,MAA,a,PNQ,Fog,8,10,7,0.12,0,27,88,3,80
FL2317,BOM,c,CCU,Rain,4,4,0,0.09,1,17,85,4,83
FL2318,DEL,c,HYD,Clear Skies,16,12,6,0.24,0,16,76,3,76
FL2319,BOM,b,CCU,Rain,9,7,6,0.19,6,3,57,3,62
FL2320,JAI,a,BLR,Smoke,5,20,12,0.21,0,20,73,4,73
FL2321,JAI,c,BLR,Smoke,5,6,5,0.16,0,12,93,4,83
FL2322,BOM,a,CCU,Clear Skies,15,11,3,0.23,0,30,53,4,78
FL2323,BOM,b,CCU,Smoke,8,8,6,0.1,0,14,97,4,84
FL2324,BLR,a,IXC,Fog,7,8,7,0.18,0,3,55,1,57
FL2325,JAI,c,BLR,Smoke,3,5,5,0.22,0,25,56,4,74
FL2326,BOM,a,CCU,Rain,10,5,4,0.12,4,21,89,4,83
FL2327,AMD,c,COK,Rain,7,12,4,0.17,5,7,55,4,65
FL2328,BOM,b,CCU,Clear Skies,9,12,5,0.14,0,12,89,3,78
FL2329,AMD,c,COK,Rain,9,8,4,0.21,3,28,98,4,81
FL2330,JAI,c,BLR,Rain,4,6,2,0.22,1,6,53,4,62
FL2331,BLR,c,IXC,Fog,4,13,15,0.15,0,23,65,4,71
FL2332,BOM,b,CCU,Smoke,2,9,6,0.08,0,17,79,4,79
FL2333,BOM,a,CCU,Clear Skies,15,12,5,0.17,0,18,64,4,85
FL2334,MAA,b,PNQ,Smoke,2,2,2,0.17,0,2,66,1,62
FL2335,MAA,c,PNQ,Rain,6,6,6,0.15,4,8,62,3,62
FL2336,BOM,b,CCU,Clear Skies,14,8,0,0.11,0,30,75,3,90
FL2337,JAI,b,BLR,Fog,5,21,9,0.11,0,26,75,4,75
FL2338,DEL,b,HYD,Rain,10,7,7,0.21,2,5,82,4,72
FL2339,JAI,b,BLR,Smoke,4,6,6,0.13,0,17,73,4,77
FL2340,AMD,a,COK,Fog,7,8,0,0.2,0,8,98,4,83
FL2341,DEL,c,HYD,Fog,8,6,4,0.12,0,15,94,3,86
FL2342,AMD,b,COK,Clear Skies,17,8,3,0.21,0,28,59,3,80
FL2343,MAA,c,PNQ,Rain,8,12,3,0.19,5,15,52,3,71
FL2344,DEL,b,HYD,Fog,2,11,6,0.08,0,21,90,3,76
FL2345,DEL,c,HYD,Fog,6,30,16,0.04,0,17,77,3,73
FL2346,DEL,b,HYD,Clear Skies,18,22,12,0.21,0,13,61,4,71
FL2347,JAI,c,BLR,Fog,7,20,10,0.14,0,27,91,4,80
FL2348,DEL,b,HYD,Smoke,5,6,5,0.09,0,6,94,4,82
FL2349,MAA,c,PNQ,Rain,9,14,10,0.21,4,19,74,3,67
FL2350,JAI,a,BLR,Fog,7,10,0,0.21,0,11,69,4,80
FL2351,AMD,c,COK,Rain,4,9,1,0.2,2,21,57,4,79
FL2352,BLR,a,IXC,Smoke,3,6,6,0.19,0,15,82,3,74
FL2353,BOM,a,CCU,Clear Skies,12,7,3,0.1,0,17,90,4,94
FL2354,AMD,b,COK,Smoke,3,2,1,0.09,0,17,60,4,84
FL2355,BOM,a,CCU,Fog,6,9,1,0.03,0,14,59,3,83
FL2356,MAA,a,PNQ,Smoke,2,2,0,0.09,0,6,83,3,77
FL2357,DEL,b,HYD,Fog,6,5,0,0.02,0,24,82,4,92
FL2358,DEL,c,HYD,Clear Skies,11,5,6,0.09,0,14,88,4,85
FL2359,BOM,c,CCU,Fog,8,1,2,0.22,0,26,87,4,82
FL2360,BOM,b,CCU,Smoke,4,8,2,0.13,0,5,96,4,77
FL2361,MAA,b,PNQ,Fog,3,5,4,0.1,0,19,66,3,77
FL2362,JAI,b,BLR,Fog,8,4,1,0.03,0,16,57,4,92
FL2363,MAA,a,PNQ,Smoke,6,7,6,0.06,0,19,82,3,79
FL2364,BOM,a,CCU,Smoke,8,11,3,0.05,0,16,66,4,89
FL2365,DEL,c,HYD,Rain,4,8,1,0.13,1,5,69,3,72
FL2366,DEL,c,HYD,Rain,10,11,5,0.05,2,16,68,1,80
FL2367,AMD,c,COK,Fog,5,27,16,0.09,0,9,56,4,65
FL2368,DEL,c,HYD,Smoke,8,10,6,0.08,0,15,76,3,82
FL2369,BLR,c,IXC,Rain,6,11,3,0.22,6,30,97,3,70
FL2370,BLR,b,IXC,Rain,4,5,5,0.22,5,16,92,3,69
FL2371,BLR,a,IXC,Fog,6,9,1,0.13,0,19,90,4,89
FL2372,MAA,a,PNQ,Rain,8,6,2,0.15,2,6,72,4,77
FL2373,JAI,a,BLR,Fog,2,5,1,0.16,0,25,95,4,86
FL2374,BOM,a,CCU,Fog,4,10,0,0.23,0,9,95,4,76
FL2375,DEL,b,HYD,Rain,8,8,4,0.09,2,28,62,4,83
FL2376,DEL,c,HYD,Smoke,8,10,4,0.03,0,29,93,3,90
FL2377,DEL,c,HYD,Rain,9,6,5,0.25,7,22,65,4,73
FL2378,JAI,a,BLR,Smoke,5,7,4,0.07,0,15,69,3,83
FL2379,MAA,b,PNQ,Fog,5,0,1,0.18,0,8,73,3,78
FL2380,BLR,b,IXC,Rain,11,1,1,0.15,4,15,75,3,84
FL2381,JAI,b,BLR,Fog,6,5,3,0.05,0,18,84,3,83
FL2382,JAI,b,BLR,Rain,11,12,4,0.22,6,6,78,4,71
FL2383,AMD,b,COK,Rain,11,11,4,0.12,7,7,80,4,72
FL2384,JAI,b,BLR,Smoke,6,23,19,0.19,0,13,64,4,66
FL2385,DEL,a,HYD,Smoke,2,8,1,0.15,0,12,69,4,81
FL2386,JAI,a,BLR,Rain,8,5,1,0.19,7,21,87,3,78
FL2387,DEL,b,HYD,Clear Skies,11,8,2,0.13,0,14,79,4,86
FL2388,DEL,a,HYD,Rain,8,9,7,0.14,3,7,54,4,69
FL2389,BOM,b,CCU,Clear Skies,18,10,7,0.19,0,23,70,4,86
FL2390,MAA,b,PNQ,Fog,5,30,22,0.23,0,8,52,3,46
FL2391,DEL,c,HYD,Rain,6,12,4,0.18,6,15,82,3,72
FL2392,MAA,b,PNQ,Smoke,3,12,4,0.24,0,10,68,4,71
FL2393,DEL,b,HYD,Clear Skies,12,27,23,0.08,0,30,57,4,70
FL2394,BOM,b,CCU,Smoke,7,10,3,0.05,0,6,68,3,79
FL2395,BOM,b,CCU,Fog,5,7,0,0.17,0,6,57,4,79
FL2396,BLR,a,IXC,Smoke,8,7,7,0.22,0,11,92,4,77
FL2397,BLR,c,IXC,Clear Skies,8,28,16,0.04,0,7,55,4,68
FL2398,AMD,b,COK,Smoke,3,5,2,0.18,0,10,92,4,80
FL2399,DEL,c,HYD,Fog,5,22,23,0.18,0,7,80,4,58
FL2400,BOM,a,CCU,Rain,9,27,19,0.15,7,3,81,4,56
FL2401,BOM,b,CCU,Rain,5,9,6,0.01,6,2,81,4,69
FL2402,MAA,a,PNQ,Rain,11,8,3,0.2,1,20,52,1,68
FL2403,BLR,b,IXC,Clear Skies,18,23,19,0.21,0,16,94,4,75
FL2404,DEL,a,HYD,Smoke,5,4,2,0.12,0,18,86,3,80
FL2405,BLR,a,IXC,Clear Skies,13,8,1,0.15,0,2,97,3,83
FL2406,JAI,a,BLR,Clear Skies,9,2,0,0.21,0,3,76,4,77
FL2407,BLR,b,IXC,Rain,11,16,14,0.21,1,18,64,4,74
FL2408,JAI,a,BLR,Rain,6,9,7,0.2,4,22,70,4,69
FL2409,BLR,c,IXC,Clear Skies,11,10,3,0.1,0,6,82,4,86
FL2410,MAA,b,PNQ,Fog,5,21,20,0.16,0,10,54,3,61
FL2411,MAA,a,PNQ,Clear Skies,12,5,7,0.24,0,2,80,3,69
FL2412,DEL,a,HYD,Smoke,5,7,1,0.17,0,14,82,3,81
FL2413,AMD,b,COK,Rain,7,9,3,0.21,5,28,71,4,73
FL2414,BLR,c,IXC,Rain,6,9,1,0.22,4,23,85,4,77
FL2415,JAI,a,BLR,Smoke,7,7,4,0.09,0,6,67,4,80
FL2416,AMD,c,COK,Fog,7,10,1,0.07,0,17,94,4,92
FL2417,MAA,a,PNQ,Smoke,5,8,6,0.13,0,16,69,3,77
FL2418,MAA,a,PNQ,Rain,9,6,6,0.24,2,4,68,4,66
FL2419,DEL,c,HYD,Rain,6,1,2,0.09,1,27,60,3,77
FL2420,AMD,a,COK,Smoke,6,11,4,0.01,0,15,77,4,86
FL2421,AMD,b,COK,Fog,4,9,3,0.11,0,16,65,4,80
FL2422,MAA,b,PNQ,Smoke,6,6,7,0.04,0,9,75,4,78
FL2423,JAI,b,BLR,Fog,3,2,2,0.12,0,29,76,4,80
FL2424,AMD,c,COK,Fog,7,10,4,0.02,0,10,84,4,85
FL2425,JAI,b,BLR,Rain,5,8,3,0.14,1,3,53,4,67
FL2426,BLR,a,IXC,Clear Skies,18,20,12,0.01,0,9,76,4,82
FL2427,AMD,b,COK,Clear Skies,8,22,13,0.05,0,13,93,4,80
FL2428,BLR,c,IXC,Fog,8,6,7,0.07,0,22,76,3,82
FL2429,BOM,b,CCU,Fog,3,2,2,0.04,0,4,64,3,71
FL2430,MAA,c,PNQ,Fog,3,30,18,0.13,0,24,73,4,68
FL2431,DEL,a,HYD,Rain,7,7,1,0.25,2,12,71,3,74
FL2432,DEL,b,HYD,Fog,7,17,21,0.15,0,17,84,4,66
FL2433,JAI,b,BLR,Clear Skies,15,18,25,0.17,0,12,63,1,58
FL2434,BOM,b,CCU,Fog,3,11,8,0.25,0,15,57,4,68
FL2435,DEL,c,HYD,Fog,2,10,5,0.1,0,23,77,4,83
FL2436,BOM,a,CCU,Rain,9,7,2,0.18,2,20,91,4,86
FL2437,BLR,c,IXC,Fog,2,8,5,0.18,0,6,72,4,74
FL2438,JAI,a,BLR,Fog,6,10,7,0.07,0,8,72,3,73
FL2439,MAA,c,PNQ,Rain,7,3,1,0.04,4,25,98,4,88
FL2440,JAI,c,BLR,Smoke,2,27,21,0.04,0,4,78,4,56
FL2441,DEL,c,HYD,Fog,3,4,0,0.15,0,3,78,4,75
FL2442,BLR,a,IXC,Fog,2,5,5,0.25,0,22,77,4,76
FL2443,DEL,a,HYD,Rain,10,12,4,0.2,6,10,55,4,74
FL2444,BOM,c,CCU,Fog,5,4,0,0.11,0,14,79,4,84
